Número Documento;Fecha;Tipo;Número Registro;Nombre Comercial;Cantidad;Unidad;Peso;Valor;Modalidad;Importador;Exportador;Pais Origen;Pais Destino;Puerto Ingreso;Componente IAGT
7784290;29/2/2024 15:05;Fertilizantes;7492;GREEN PLANTS P-K;4585;LITROS;4585;15364;Exportación;AGRINOS UKRAINE LLC;AMVAC DE COSTA RICA SRL;COSTA RICA;RUMANÍA;ADUANA DE LIMÓN;Ácido giberélico / Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Potasio expresado (K2O) /
7785270;19/2/2024 14:02;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785271;19/2/2024 14:30;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785272;19/2/2024 14:34;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785273;19/2/2024 14:38;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785274;19/2/2024 14:44;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785276;19/2/2024 14:55;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785279;19/2/2024 15:01;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785280;19/2/2024 15:07;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785281;19/2/2024 15:15;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785282;19/2/2024 15:18;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785283;19/2/2024 15:31;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785284;19/2/2024 15:37;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785285;19/2/2024 15:41;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785361;22/2/2024 14:40;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785362;22/2/2024 14:53;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785363;22/2/2024 15:00;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785364;22/2/2024 15:09;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785365;22/2/2024 15:39;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785367;22/2/2024 16:19;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785369;22/2/2024 16:33;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785370;22/2/2024 16:42;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785382;23/2/2024 6:41;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785383;23/2/2024 6:44;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785384;23/2/2024 6:48;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785385;23/2/2024 6:51;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);29250;KILOGRAMOS;29250;13308,75;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7785386;23/2/2024 6:55;Fertilizantes;11139;Ferticomplex 9-0-24-13(CaO)-2,3(MgO)-1,3(S)-0,1(Zn);30000;KILOGRAMOS;30000;13650;Exportación;Chiquita Panama LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7786507;16/2/2024 18:06;Fertilizantes;3259;YaraLiva Nitrabor;22500;KILOGRAMOS;22500;14850;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786507;16/2/2024 18:06;Fertilizantes;3424;YaraMila Complex;1485;KILOGRAMOS;1485;1482,69;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7786509;16/2/2024 18:16;Fertilizantes;3259;YaraLiva Nitrabor;17910;KILOGRAMOS;17910;11522,1;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786509;16/2/2024 18:16;Fertilizantes;362;Yara Vita Magzibor;4940,1;LITROS;4940,1;32458,8;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7786509;16/2/2024 18:16;Fertilizantes;362;Yara Vita Magzibor;461,76;LITROS;461,76;3510,4;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7786509;16/2/2024 18:16;Fertilizantes;1094;YARA VITA CALTRAC 400;413,76;LITROS;413,76;1728;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7786510;16/2/2024 18:28;Fertilizantes;3259;YaraLiva Nitrabor;17910;KILOGRAMOS;17910;11522,1;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786510;16/2/2024 18:28;Fertilizantes;362;Yara Vita Magzibor;4940,1;LITROS;4940,1;32458,8;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7786510;16/2/2024 18:28;Fertilizantes;362;Yara Vita Magzibor;461,76;LITROS;461,76;3510,4;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7786510;16/2/2024 18:28;Fertilizantes;1094;YARA VITA CALTRAC 400;413,76;LITROS;413,76;1728;Exportación;CISA AGRO S.A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7786581;19/2/2024 11:02;Fertilizantes;2863;YARA LIVA CALCINIT // Yaratera Calcinit15,5-0-0-26,5;9425;KILOGRAMOS;9425;7163;Exportación;CHIQUITA PANAMA LLC;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE LIMÓN;Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786582;19/2/2024 11:29;Fertilizantes;2863;YARA LIVA CALCINIT // YarateraCalcinit15,5-0-0-26,5;27000;KILOGRAMOS;27000;19710;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786584;19/2/2024 11:35;Fertilizantes;3259;YaraLiva Nitrabor;27000;KILOGRAMOS;27000;16650;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786585;19/2/2024 11:45;Fertilizantes;3259;YaraLiva Nitrabor;27000;KILOGRAMOS;27000;16650;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786585;19/2/2024 11:45;Fertilizantes;206;YARAVITA MAGTRAC 1 L;74,9;LITROS;74,9;450;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;PANAMÁ;ADUANA DE PASO CANOAS;Magnesio expresado (MgO) / Nitrógeno Total expresado (N) /
7786650;20/2/2024 15:43;Fertilizantes;3259;YaraLiva Nitrabor;24000;KILOGRAMOS;24000;16116,24;Exportación;YARA GUATEMALA S A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;GUATEMALA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786651;20/2/2024 15:48;Fertilizantes;3259;YaraLiva Nitrabor;24000;KILOGRAMOS;24000;16116,24;Exportación;YARA GUATEMALA S A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;GUATEMALA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786652;20/2/2024 15:52;Fertilizantes;3259;YaraLiva Nitrabor;24000;KILOGRAMOS;24000;16116,24;Exportación;YARA GUATEMALA S A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;GUATEMALA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786653;20/2/2024 15:55;Fertilizantes;3259;YaraLiva Nitrabor;24000;KILOGRAMOS;24000;16116,24;Exportación;YARA GUATEMALA S A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;GUATEMALA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7786655;20/2/2024 15:59;Fertilizantes;3259;YaraLiva Nitrabor;24000;KILOGRAMOS;24000;16116,24;Exportación;YARA GUATEMALA S A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;GUATEMALA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7788580;19/2/2024 16:18;Fertilizantes;7385;AG 0-70-8 // Stimulator;22168;LITROS;22168;66936;Exportación;AMVAC DO BRASIL 3P LTDA;AMVAC DE COSTA RICA SRL;COSTA RICA;BRASIL;ADUANA DE LIMÓN;Fósforo expresado (P2O5) / Potasio expresado (K2O) /
7788581;19/2/2024 16:41;Fertilizantes;7385;AG 0-70-8 // Stimulator;21679;LITROS;21679;65336;Exportación;AMVAC DO BRASIL 3P LTDA;AMVAC DE COSTA RICA SRL;COSTA RICA;BRASIL;ADUANA DE LIMÓN;Fósforo expresado (P2O5) / Potasio expresado (K2O) /
7789467;29/2/2024 17:04;Fertilizantes;9840;Mokave;1560;LITROS;1560;9141,6;Exportación;UPL NICARAGUA S. A.;UPL COSTA RICA SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Zinc expresado (Zn) /
7789468;1/3/2024 9:52;Fertilizantes;11360;YUKON;1200;LITROS;1200;6708;Exportación;UPL NICARAGUA S. A.;UPL COSTA RICA SA;FRANCIA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Cobre expresado (Cu) /
7790070;4/3/2024 17:07;Fertilizantes;8369;Fertivital;25020;KILOGRAMOS;25020;12204,2;Exportación;FERTILIZANTES DE CENTROAMERICA FC S.A.S;FERTICA SA;COSTA RICA;REPÚBLICA DOMINICANA;ADUANA DE LIMÓN;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7791207;6/3/2024 8:22;Fertilizantes;8013;XTRA ALGA/ presentacion 1 LT;1312;LITROS;1312;24500;Exportación;ORGANISMO INTERNACIONAL REGIONAL DE SANIDAD AGROPECUARIA OIRSA;Innovative Agricultural Products Sociedad Anonima;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Aminoácidos / Algas marinas (Ascophyllum Nodosum) / Yuca (Yucca schidigena) /
7791255;23/2/2024 11:23;Fertilizantes;7385;GREEN PLANTS MG;310;LITROS;310;629,94;Exportación;PUNTO VERDE S.A. PUNVERSA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Fósforo expresado (P2O5) / Potasio expresado (K2O) /
7791255;23/2/2024 11:23;Fertilizantes;5187;SEAPLANTS;111;LITROS;111;632;Exportación;PUNTO VERDE S.A. PUNVERSA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Caolín /
7791255;23/2/2024 11:23;Fertilizantes;10060;SEDARINE;1395;LITROS;1395;11582;Exportación;PUNTO VERDE S.A. PUNVERSA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Ácido Salicilico / Nitrógeno Total expresado (N) /
7791255;23/2/2024 11:23;Fertilizantes;4643;Zincazot;598;LITROS;598;1800;Exportación;PUNTO VERDE S.A. PUNVERSA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7791255;23/2/2024 11:23;Fertilizantes;5485;GREEN PLANTS CA;2288;LITROS;2288;3456;Exportación;PUNTO VERDE S.A. PUNVERSA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Calcio expresado (CaO) /
7791255;23/2/2024 11:23;Fertilizantes;5485;GREEN PLANTS CU;53;LITROS;53;147,84;Exportación;PUNTO VERDE S.A. PUNVERSA;AMVAC DE COSTA RICA SRL;COSTA RICA;ECUADOR;ADUANA DE LIMÓN;Calcio expresado (CaO) /
7791397;23/2/2024 9:52;Fertilizantes;3235;YaraMila Hydran;23985;KILOGRAMOS;23985;18660,33;Exportación;CACAO ORO DE NICARAGUA AGRO NICA Y CIA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7791399;23/2/2024 9:57;Fertilizantes;3235;YaraMila Hydran;23985;KILOGRAMOS;23985;18660,33;Exportación;CACAO ORO DE NICARAGUA AGRO NICA Y CIA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7791400;23/2/2024 10:08;Fertilizantes;3259;YaraLiva Nitrabor;27000;KILOGRAMOS;27000;16350;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7791402;23/2/2024 10:14;Fertilizantes;3259;YaraLiva Nitrabor;27000;KILOGRAMOS;27000;16350;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7791404;23/2/2024 10:18;Fertilizantes;3259;YaraLiva Nitrabor;27000;KILOGRAMOS;27000;16350;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7791405;23/2/2024 10:21;Fertilizantes;3259;YaraLiva Nitrabor;27000;KILOGRAMOS;27000;16350;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7791455;23/2/2024 13:11;Fertilizantes;7633;YARAMILA RAFOS UKI;11250;KILOGRAMOS;11250;9475;Exportación;AGRO PRO PANAMA SA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;FINLADIA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7791455;23/2/2024 13:11;Fertilizantes;3424;YaraMila Complex;13500;KILOGRAMOS;13500;13200;Exportación;AGRO PRO PANAMA SA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7791455;23/2/2024 13:11;Fertilizantes;3259;YaraLiva Nitrabor;2250;KILOGRAMOS;2250;1387,5;Exportación;AGRO PRO PANAMA SA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
